elo_diff,role_diff,counter_score,target,type,diff_marksman,diff_tank,diff_support,diff_fighter,diff_mage,diff_assassin,diff_catcher,diff_vanguard,diff_enchanter
208,2.0,-25.60000000000001,0,real,0,3,1,-1,-2,-3,0,1,0
160,2.0,4.799999999999997,0,real,0,-1,0,0,-2,1,-1,0,0
-160,-2.0,11.700000000000003,1,real,2,-2,-1,-1,1,2,0,-1,-1
208,-2.0,-12.700000000000003,0,real,2,0,-2,-1,1,-1,-1,-1,0
-351,0.0,2.299999999999997,0,real,0,1,0,0,-2,-1,0,-1,0
-351,0.0,-11.300000000000004,0,real,-1,1,0,0,-2,0,0,0,0
-53,0.0,35.300000000000004,1,real,1,-1,0,0,2,0,0,-1,1
53,0.0,23.4,0,real,0,-2,1,0,2,1,0,1,0
383,0.0,16.4,1,real,0,1,0,-1,-2,0,0,0,-1
79,0.0,15.299999999999997,0,real,0,0,1,0,0,-2,0,1,0
401,0.0,-6.5,1,real,-1,1,1,0,-1,-1,0,0,0
-401,0.0,-13.399999999999991,0,real,0,1,-1,0,-1,1,0,-1,0
279,0.0,-11.600000000000001,1,real,1,0,0,0,-2,1,0,0,-1
383,2.0,-6.800000000000004,1,real,-1,0,0,0,0,1,0,-1,1
-383,0.0,42.800000000000004,1,real,0,-1,0,1,-1,1,0,0,1
250,2.0,15.800000000000004,1,real,-1,2,0,2,-1,-1,0,1,0
164,0.0,18.999999999999993,1,real,0,0,0,0,0,0,0,0,0
-250,2.0,-12.599999999999994,0,real,0,2,1,-1,0,-1,-1,0,0
332,-2.0,-1.5,1,real,0,1,0,0,0,-1,0,-1,0
119,0.0,-8.200000000000003,0,real,0,1,0,0,1,-4,0,1,0
-190,0.0,-13.700000000000003,1,real,0,-1,-1,0,1,2,0,0,0
-279,0.0,1.7999999999999972,0,real,0,0,1,0,0,-1,0,-1,-1
-86,0.0,0.5999999999999943,1,real,0,-1,0,0,0,-1,0,-1,0
-274,-2.0,-18.9,0,real,0,0,0,1,0,-1,0,-1,-1
-11,0.0,14.899999999999999,1,real,-1,0,1,0,0,1,0,0,0
59,2.0,7.700000000000003,1,real,-1,0,1,0,1,-1,0,1,1
59,0.0,11.600000000000001,0,real,0,-1,0,0,0,2,0,0,0
-72,0.0,0.0,0,real,-1,-2,0,-1,1,2,0,0,-1
391,0.0,10.700000000000003,1,real,1,-1,-1,-1,0,1,-1,0,-1
-60,0.0,-16.39999999999999,0,real,-1,1,1,-1,2,-1,0,0,0
-42,0.0,-0.7000000000000028,0,real,0,1,-1,-1,2,0,0,0,-1
-11,-2.0,15.199999999999996,1,real,1,0,0,-1,0,-1,0,-1,-1
-59,-2.0,2.299999999999997,1,real,1,0,-1,0,0,0,0,-1,-1
72,0.0,6.399999999999999,1,real,0,0,0,0,1,0,0,1,-1
-391,0.0,21.1,0,real,1,1,0,1,0,-2,0,1,0
-42,0.0,11.599999999999994,1,real,0,1,0,1,0,-3,0,2,0
-72,0.0,14.299999999999997,1,real,0,1,0,0,-2,-1,0,0,0
-106,2.0,-32.300000000000004,0,real,-1,-1,-1,1,2,2,-1,-1,1
-46,0.0,-14.399999999999999,0,real,-1,0,0,0,0,0,2,0,-1
-195,0.0,-2.1000000000000014,1,real,-1,-1,0,1,0,1,1,-2,0
-37,0.0,1.3999999999999986,0,real,0,1,2,0,1,-2,0,0,1
-232,2.0,-16.699999999999996,0,real,-1,1,0,1,1,0,0,2,-1
-196,0.0,-10.29999999999999,1,real,0,1,0,0,0,0,-1,2,0
-59,2.0,-11.499999999999993,1,real,0,-1,-1,1,0,2,0,-2,0
206,2.0,6.1000000000000085,1,real,0,-1,-1,0,0,3,-1,-1,0
-118,0.0,-13.700000000000003,1,real,0,-1,1,-1,2,0,0,1,0
31,0.0,-13.199999999999996,0,real,1,1,1,0,0,-1,-1,-1,0
-173,0.0,-13.899999999999999,0,real,-1,-1,1,-1,0,0,1,-1,0
166,0.0,-3.0,0,real,-1,-2,1,-1,1,1,0,-1,1
117,0.0,-1.3999999999999986,0,real,1,1,2,-1,0,-2,-1,1,0
274,0.0,-21.200000000000003,0,real,0,1,0,0,2,-2,1,0,0
-246,0.0,1.6000000000000014,0,real,1,0,0,0,1,-1,-1,0,1
112,0.0,-28.700000000000003,0,real,-1,0,0,0,1,0,-1,1,1
441,-2.0,8.599999999999994,1,real,0,-1,0,0,2,0,1,0,0
-441,0.0,-29.5,0,real,-2,2,-2,2,-1,0,-1,1,0
-284,0.0,-1.8000000000000043,0,real,0,-1,0,0,2,0,0,0,0
40,2.0,1.500000000000007,1,real,-1,1,0,0,2,0,-1,1,1
-202,0.0,4.400000000000006,0,real,0,0,1,0,0,0,1,-1,0
42,0.0,-29.700000000000003,1,real,-1,1,1,-1,0,1,-1,0,0
159,0.0,3.299999999999997,0,real,0,-1,-1,0,2,1,0,-1,1
332,0.0,5.499999999999993,1,real,0,0,1,0,-1,-1,1,1,0
332,0.0,11.599999999999994,1,real,0,-1,1,0,1,0,1,-1,0
78,0.0,10.199999999999996,1,real,1,1,-1,0,-2,-1,1,1,-1
-47,0.0,7.300000000000004,1,real,0,0,0,1,1,-2,1,-1,0
110,0.0,-8.599999999999994,1,real,0,0,-1,0,0,0,0,0,0
9,2.0,3.1000000000000014,1,real,-1,-1,3,0,-1,0,-1,0,0
-9,0.0,-11.400000000000006,0,real,-1,0,-1,2,-1,0,0,0,0
215,0.0,-2.000000000000007,1,real,0,0,-1,0,0,0,1,0,0
77,0.0,9.000000000000007,1,real,0,-1,1,-2,0,1,0,-1,0
14,0.0,10.800000000000004,1,real,1,0,0,0,0,-1,-1,1,1
-410,0.0,-20.1,0,real,-1,1,-1,1,-1,1,-1,1,0
-40,0.0,-4.899999999999999,1,real,2,-1,0,-1,2,-2,0,0,1
40,0.0,29.299999999999997,1,real,1,0,0,0,-1,0,1,0,-1
112,0.0,-0.6000000000000014,0,real,0,0,0,0,1,0,-1,2,0
-17,0.0,-4.0,1,real,-1,1,0,1,0,0,-1,1,1
292,0.0,0.10000000000000142,1,real,0,0,1,0,1,-1,0,0,0
9,0.0,4.300000000000004,0,real,0,0,-1,1,0,-1,0,1,0
-96,0.0,5.499999999999993,1,real,1,0,0,0,1,0,0,0,0
73,0.0,-0.30000000000000426,0,real,1,1,1,-2,1,-1,-1,0,1
202,0.0,0.10000000000000142,1,real,0,-1,1,0,-1,0,1,-2,0
-42,0.0,4.299999999999997,0,real,0,0,1,0,0,-1,1,0,0
10,2.0,24.299999999999997,1,real,0,-1,1,0,0,0,0,0,0
-40,0.0,12.400000000000006,1,real,-1,0,0,0,0,-1,0,-1,1
-90,0.0,21.5,0,real,0,-2,1,-1,1,2,1,-1,0
-191,0.0,-0.6000000000000014,0,real,0,0,0,0,0,-1,2,0,0
-71,2.0,5.800000000000004,1,real,-1,1,0,0,-1,0,0,-2,0
71,0.0,-23.5,0,real,0,-1,-1,0,-1,2,-1,-1,0
90,0.0,11.399999999999999,1,real,0,0,-1,0,-1,0,1,-1,0
191,0.0,1.8999999999999986,0,real,1,-1,2,-2,0,0,1,0,0
279,-2.0,-1.6000000000000014,1,real,0,-2,1,0,0,2,-1,0,1
-241,0.0,-8.399999999999999,1,real,0,-1,-1,0,0,1,0,0,0
241,0.0,6.8999999999999915,0,real,0,2,1,0,-1,-3,0,2,0
-410,0.0,-21.39999999999999,0,real,0,1,1,1,-1,-1,-1,0,0
-292,0.0,1.3999999999999986,0,real,-1,2,0,0,-1,0,-1,0,0
199,0.0,10.299999999999997,1,real,-1,-1,2,-1,2,0,0,-1,1
-199,2.0,-0.10000000000000853,0,real,0,2,-1,-1,0,0,-1,1,0
-160,0.0,0.8000000000000043,0,real,0,0,-1,0,0,1,-2,0,1
160,0.0,23.0,1,real,-1,-2,1,-1,-1,1,1,-1,0
59,0.0,0.4000000000000057,1,real,1,0,-2,0,2,-1,0,0,0
191,0.0,5.700000000000003,1,real,-1,1,1,0,1,0,-1,2,0
-292,0.0,-7.0,0,real,1,-1,0,0,0,0,0,-2,1
292,0.0,-2.6000000000000014,1,real,-1,0,1,-1,2,0,1,0,0
-292,0.0,-12.100000000000001,0,real,-1,-2,0,0,-1,2,0,-1,1
279,-2.0,9.600000000000001,1,real,1,0,1,-1,-2,0,0,-1,0
-261,0.0,23.9,0,real,0,-1,-1,-1,-1,2,0,0,0
-261,0.0,-6.3999999999999915,0,real,1,-1,-1,0,1,0,0,-1,0
-410,0.0,11.0,0,real,1,2,0,0,0,-2,0,0,0
-59,0.0,0.09999999999999432,0,real,0,0,-1,1,1,1,0,0,0
-391,0.0,-4.899999999999999,0,real,1,0,2,-2,0,-1,0,-1,1
208,0.0,-0.3999999999999986,1,real,-1,-1,0,0,0,2,1,-1,-1
351,0.0,32.3,1,real,0,1,1,-1,-1,0,0,1,-1
59,0.0,-9.700000000000003,0,real,0,2,0,0,-2,-1,0,2,-1
59,0.0,16.0,1,real,0,2,0,1,-2,-1,0,1,0
-59,0.0,10.699999999999996,1,real,1,1,1,-1,2,-2,0,1,0
40,0.0,0.29999999999999716,1,real,1,-2,-2,1,-1,3,0,-1,0
-40,0.0,2.3999999999999986,1,real,-1,0,0,1,0,0,1,0,0
191,0.0,4.399999999999999,1,real,1,-1,0,0,-1,0,1,0,0
-71,0.0,-6.399999999999999,0,real,1,-1,1,0,0,0,0,0,0
351,0.0,-8.5,0,real,0,1,0,0,-2,2,-1,0,0
351,0.0,-7.699999999999996,1,real,-1,0,0,0,0,1,0,0,0
-391,0.0,-17.799999999999997,0,real,0,0,-1,1,1,0,0,-1,0
191,0.0,19.199999999999996,1,real,-1,-2,1,0,0,1,0,-1,0
-401,0.0,1.6999999999999957,0,real,1,1,0,0,-1,0,0,2,0
-401,-2.0,-14.399999999999999,0,real,-1,2,0,0,-1,0,0,2,0
-71,0.0,10.199999999999996,0,real,1,-1,1,-1,-2,0,1,0,0
-351,0.0,-3.5999999999999943,0,real,-1,0,-1,1,1,1,-1,1,0
252,0.0,12.20000000000001,1,real,1,-1,0,0,1,-1,1,-1,0
-320,0.0,9.699999999999996,0,real,0,-1,0,0,0,0,1,-1,0
-320,0.0,-7.699999999999996,0,real,-1,-1,-1,1,0,2,0,-1,0
481,0.0,27.200000000000003,1,real,1,1,1,-1,-2,-1,0,1,0
239,0.0,-8.699999999999996,1,real,-1,1,1,0,0,0,-1,0,0
70,0.0,-2.5,1,real,-1,-3,0,1,1,2,1,-1,0
149,0.0,11.099999999999994,0,real,0,1,0,-1,0,0,1,0,-1
-208,0.0,-7.0,0,real,1,2,0,0,-2,-2,0,0,0
-351,0.0,-12.0,0,real,0,2,-1,0,-1,1,-1,1,0
40,0.0,2.8999999999999986,1,real,0,-1,-2,1,0,2,0,-1,0
-42,0.0,0.8999999999999986,1,real,0,1,0,0,-1,0,0,0,1
-252,0.0,26.699999999999996,1,real,-1,1,1,-1,-2,0,0,0,0
252,0.0,-1.2999999999999972,1,real,2,-2,-1,-1,1,2,0,0,0
-53,0.0,-0.3999999999999986,0,real,-1,-2,-1,1,1,2,0,-1,0
-481,0.0,14.399999999999999,0,real,1,0,-1,1,-1,-1,0,0,0
-50,0.0,4.000000000000007,0,real,-1,0,1,0,1,0,0,0,0
-239,0.0,20.9,1,real,1,-1,0,-1,1,-1,1,-1,0
-70,0.0,2.799999999999997,0,real,-1,-1,-1,0,2,3,-1,0,0
149,0.0,2.1000000000000014,0,real,-1,-1,0,0,-1,1,1,0,0
130,0.0,-5.799999999999997,1,real,1,-1,0,0,0,0,0,-1,0
130,0.0,-2.700000000000003,1,real,-1,-1,0,1,0,0,1,-1,0
42,0.0,-1.1000000000000014,0,real,1,-2,0,-1,0,0,1,-1,0
-53,0.0,0.3999999999999986,0,real,-1,-1,0,0,0,1,0,0,0
-50,0.0,7.700000000000003,1,real,1,0,-1,0,1,0,0,1,0
50,0.0,12.0,1,real,0,1,-1,0,-1,-1,0,1,-1
-239,0.0,-2.3000000000000043,0,real,0,2,0,-1,-2,0,-1,1,0
-130,0.0,10.200000000000003,1,real,1,1,-1,1,-3,1,-1,1,0
-281,0.0,14.899999999999999,1,real,0,0,-1,0,0,0,0,-1,0
281,0.0,-0.6999999999999957,1,real,-1,-1,-1,0,2,2,0,0,0
-9,0.0,13.100000000000001,1,real,-1,-1,-1,0,1,3,0,0,0
9,0.0,9.5,0,real,1,-2,0,-2,1,-1,1,0,0
281,0.0,-4.699999999999996,0,real,-1,1,0,0,-1,2,0,-1,0
-130,0.0,-9.899999999999999,0,real,0,0,-1,2,0,0,0,-1,0
130,-2.0,0.0,1,real,-1,0,2,-1,0,0,1,0,0
-84,2.0,-7.0,0,real,-1,-1,1,-1,0,0,1,-1,0
84,-2.0,5.699999999999996,1,real,0,1,-1,0,-1,0,-1,0,0
84,-2.0,13.5,1,real,1,-1,0,0,1,0,1,-1,0
-130,0.0,-6.70000000000001,1,real,0,1,1,-1,-1,0,0,0,0
130,0.0,2.3999999999999986,1,real,-1,-1,0,0,0,0,1,-1,0
84,-2.0,2.3999999999999986,0,real,-1,-1,0,1,-2,1,1,-1,0
-149,0.0,-13.0,0,real,-1,0,0,0,0,-1,0,1,0
473,0.0,26.200000000000003,1,real,-1,-1,0,0,0,2,-1,-1,-1
-50,0.0,-2.299999999999997,0,real,0,1,1,0,-1,-3,0,1,0
149,0.0,5.099999999999994,1,real,-1,0,0,0,0,2,0,1,0
-261,0.0,20.0,1,real,2,-2,-1,-1,2,1,0,-1,-1
-261,0.0,-2.0999999999999943,1,real,0,2,0,0,0,0,0,0,0
-473,0.0,2.1000000000000014,0,real,0,0,1,-1,0,0,1,1,1
321,-2.0,17.5,1,real,2,0,0,-1,0,-1,0,-1,-1
-321,2.0,16.4,0,real,-3,1,2,-1,-1,1,0,0,1
-50,0.0,13.300000000000004,1,real,1,1,1,0,0,-3,0,1,0
50,0.0,-20.9,1,real,1,0,0,0,0,-1,0,-1,0
59,0.0,-1.8000000000000043,0,real,-1,-1,0,2,-2,1,0,0,0
261,0.0,2.799999999999997,1,real,1,-2,0,0,0,1,0,-1,-1
59,0.0,-4.399999999999999,0,real,0,0,0,0,0,-1,0,-1,-1
-63,0.0,-8.999999999999993,1,real,-1,1,0,1,1,-1,0,2,0
-63,0.0,0.20000000000000284,0,real,-1,0,-1,-1,2,0,0,-1,1
-80,2.0,-16.4,0,real,-1,-1,1,0,3,0,0,-1,1
42,0.0,-19.300000000000004,0,real,1,-1,-1,0,0,2,0,-1,0
42,0.0,4.199999999999996,1,real,1,-2,0,0,1,2,0,-1,0
-90,0.0,-4.899999999999999,0,real,1,0,-1,0,0,-1,-1,0,0
90,0.0,-12.699999999999996,0,real,1,0,-1,0,0,1,0,0,0
-80,2.0,-10.899999999999999,0,real,-1,0,2,0,0,-1,0,1,1
-42,2.0,-32.2,0,real,-1,0,1,0,1,-1,0,0,1
-63,0.0,-20.200000000000003,0,real,0,-1,-2,0,2,0,0,0,1
90,0.0,-13.599999999999994,1,real,0,0,0,0,0,0,0,-1,1
202,0.0,24.1,1,real,0,0,-1,0,-1,1,0,-1,0
59,0.0,2.799999999999997,0,real,0,0,0,0,0,0,1,-1,1
202,0.0,15.900000000000006,1,real,0,-1,0,0,0,1,0,-1,0
-59,0.0,26.9,1,real,1,0,1,0,-1,0,-1,0,-1
72,0.0,-0.29999999999999716,0,real,1,-1,-1,1,0,1,0,-1,0
72,0.0,-35.3,0,real,2,-1,-1,2,0,-1,0,0,0
70,2.0,-2.4000000000000057,0,real,-1,1,2,0,-2,0,0,0,0
70,0.0,2.0,1,real,0,-1,-1,-1,2,1,0,0,-1
332,0.0,-25.1,0,real,0,0,-1,1,0,0,0,0,0
410,0.0,-20.6,0,real,0,0,1,-1,1,-1,1,0,0
311,0.0,12.300000000000004,1,real,-1,-1,-1,-1,1,2,0,0,1
191,0.0,-4.300000000000004,1,real,0,1,0,1,-1,-2,0,0,0
-191,0.0,38.49999999999999,1,real,-3,1,2,-1,1,0,0,0,1
191,0.0,-7.000000000000007,1,real,2,-2,0,0,0,1,0,-1,0
-72,0.0,14.600000000000001,0,real,-1,1,1,0,-2,0,1,1,1
-332,0.0,14.5,1,real,1,-1,0,0,0,1,0,-1,-1
410,0.0,-14.900000000000006,1,real,0,0,-1,1,1,0,0,0,1
-324,0.0,-8.299999999999997,0,real,-1,0,0,-2,2,1,0,0,-1
324,0.0,11.099999999999994,1,real,0,0,0,0,0,0,0,1,1
-70,0.0,15.299999999999997,0,real,0,-1,1,0,1,-1,0,-1,0
410,2.0,-5.5,1,real,1,-2,1,0,-1,1,0,-1,0
311,0.0,-9.400000000000006,0,real,-1,-1,-1,2,-2,2,0,0,0
-311,0.0,-1.9000000000000057,0,real,1,1,0,0,0,-2,0,0,1
279,0.0,3.700000000000003,1,real,0,1,-2,1,-2,0,-1,0,-1
-279,0.0,-2.700000000000003,0,real,-1,0,-1,0,1,1,0,0,1
-279,0.0,-3.1999999999999957,1,real,1,0,-1,1,-1,0,1,0,-1
-321,0.0,-12.599999999999994,0,real,-1,1,0,-1,1,-1,-1,0,1
-199,0.0,-30.799999999999997,0,real,0,0,0,1,-1,-1,0,1,0
199,0.0,7.600000000000001,1,real,1,-1,1,0,0,1,0,-1,0
149,0.0,-16.299999999999997,1,real,0,0,1,0,0,-2,0,-1,0
-149,-2.0,19.299999999999997,1,real,1,-2,-1,0,-1,1,0,0,-1
-261,0.0,2.1000000000000014,0,real,-1,1,0,-1,1,0,0,-1,1
-321,2.0,13.200000000000003,0,real,1,2,2,-1,-2,-1,1,0,0
149,0.0,-21.099999999999994,0,real,-1,0,0,0,-1,0,0,-1,0
261,0.0,-1.5,1,real,1,0,0,0,0,0,0,1,0
-204,-2.0,41.7,1,real,1,1,-1,-1,0,-1,0,1,0
100,0.0,-31.6,0,real,0,0,0,0,-1,0,0,-1,0
50,2.0,16.800000000000004,1,real,0,0,0,1,0,-1,1,0,-1
-46,0.0,9.0,0,real,-1,1,0,0,-1,-1,0,1,1
-159,0.0,1.000000000000007,0,real,1,1,1,0,-1,0,-1,-1,0
71,0.0,-4.300000000000004,1,real,0,-1,0,0,0,2,0,-1,1
313,-2.0,13.599999999999994,1,real,0,0,0,-1,1,1,0,0,0
156,-2.0,8.199999999999996,1,real,0,0,-1,-2,-1,2,0,-1,-1
-195,0.0,7.5,1,real,1,0,-1,0,1,0,1,0,-1
112,2.0,-7.299999999999997,0,real,0,-1,0,1,1,0,0,0,0
368,0.0,3.999999999999993,1,real,0,-1,1,0,0,0,0,0,0
17,0.0,-8.099999999999994,0,real,0,-1,0,0,2,0,-1,-1,1
136,0.0,-19.799999999999997,0,real,-1,2,0,0,1,-1,-1,1,1
-71,0.0,20.6,1,real,0,-1,1,0,-1,0,1,0,-1
71,0.0,-2.5,0,real,1,0,1,0,-1,0,0,0,-1
-313,0.0,-26.099999999999994,0,real,0,-2,0,-1,0,2,-1,0,1
-173,0.0,-7.699999999999996,0,real,0,-2,0,0,0,1,-1,-1,1
112,0.0,-16.800000000000004,0,real,-1,1,0,0,0,0,0,1,0
50,0.0,-19.000000000000007,0,real,0,0,-1,0,0,-1,0,-2,1
-50,0.0,-7.100000000000001,1,real,0,-1,0,0,0,1,0,1,0
-261,0.0,5.699999999999996,0,real,0,-2,0,0,-2,2,0,-1,-1
-473,2.0,-9.000000000000007,0,real,-1,-1,0,1,1,0,0,1,1
473,-2.0,2.8999999999999986,1,real,-1,2,1,-1,0,0,0,0,0
-261,0.0,4.200000000000003,0,real,1,1,-1,0,-1,0,0,1,-1
-59,0.0,22.200000000000003,1,real,-1,1,1,0,-1,0,1,0,-1
-59,0.0,-18.4,1,real,0,1,0,0,1,-1,0,1,0
-130,2.0,9.200000000000003,1,real,0,-1,0,1,-1,0,1,0,-1
130,0.0,18.5,1,real,-1,1,-1,1,-1,0,1,-1,-1
-130,0.0,-7.599999999999994,1,real,0,0,1,0,1,-1,0,1,0
59,-2.0,2.1999999999999957,1,real,-1,2,0,0,0,1,0,-1,0
410,0.0,11.900000000000006,1,real,1,-2,1,0,2,0,0,-1,0
-410,0.0,-9.899999999999999,0,real,1,0,0,0,1,-1,-1,1,1
-324,0.0,-16.700000000000003,0,real,-1,1,0,1,0,0,0,1,0
410,0.0,12.600000000000001,1,real,0,-2,0,0,1,1,1,0,0
241,0.0,3.8000000000000043,1,real,1,-1,0,0,0,1,0,-1,0
78,0.0,1.7000000000000028,0,real,0,0,0,1,0,0,-1,1,1
149,0.0,24.200000000000003,1,real,-1,0,1,0,1,-1,0,0,0
173,0.0,6.5,1,real,2,0,0,-1,1,-1,0,-1,0
-110,0.0,-8.999999999999993,0,real,1,3,-1,0,-1,-1,0,0,0
-59,0.0,-14.899999999999999,1,real,1,0,0,1,1,0,-1,1,1
-241,0.0,7.600000000000001,0,real,-1,0,1,-1,0,0,0,0,0
232,0.0,-4.100000000000001,1,real,0,0,0,0,0,-1,0,0,1
-149,2.0,-31.200000000000003,0,real,-1,0,0,1,-1,0,0,1,0
-324,0.0,7.699999999999996,0,real,0,-1,-1,1,0,0,0,2,0
-40,-2.0,-7.100000000000001,1,real,0,0,0,1,1,-1,-1,1,0
9,0.0,1.0,0,real,0,0,0,0,-3,0,1,0,-1
-70,0.0,0.20000000000000284,1,real,0,0,0,0,1,2,-1,-1,1
-9,0.0,15.399999999999999,0,real,-1,0,1,1,0,1,-1,0,1
271,0.0,2.6000000000000014,0,real,1,-1,0,0,1,0,0,0,0
-271,0.0,-11.799999999999997,0,real,0,0,-1,0,-1,1,1,-1,-1
-481,0.0,5.699999999999996,1,real,0,0,0,1,0,-1,0,2,0
481,-2.0,-11.200000000000003,0,real,-1,0,-1,0,0,1,0,0,0
9,0.0,2.5,0,real,0,-2,0,0,0,0,0,0,0
-70,0.0,-0.6000000000000014,0,real,1,-1,-1,0,0,2,0,0,0
-70,0.0,-1.7999999999999972,1,real,1,0,0,0,0,1,0,0,0
271,0.0,1.3999999999999986,1,real,0,1,0,0,0,0,0,0,0
481,-2.0,25.300000000000004,1,real,-1,0,-1,0,1,1,0,-1,0
15,-2.0,-4.600000000000001,1,real,0,1,0,0,1,-1,-1,1,0
59,2.0,23.1,1,real,-1,-1,0,1,-1,2,1,0,-1
80,0.0,0.0,0,real,0,1,-1,0,1,0,-1,1,1
-90,0.0,30.699999999999996,1,real,0,-2,0,0,1,1,0,1,0
-59,0.0,1.0999999999999943,1,real,0,1,1,-1,0,-1,0,0,0
208,0.0,30.1,1,real,0,0,1,1,-1,0,0,1,0
90,0.0,36.7,1,real,0,1,1,-1,-1,0,0,0,0
-90,0.0,13.599999999999994,0,real,1,0,0,0,1,-1,0,1,0
-59,0.0,6.600000000000001,1,real,0,-1,1,-1,3,0,-1,1,1
-208,0.0,-9.199999999999996,0,real,1,0,-1,2,-1,0,0,1,-1
-80,0.0,-3.4000000000000057,1,real,0,1,1,1,-1,-2,1,-1,-1
-149,0.0,4.399999999999999,0,real,-1,2,1,-1,0,-1,0,0,0
70,0.0,-21.700000000000003,1,real,-1,0,-1,0,1,1,-2,0,1
59,0.0,-22.700000000000003,0,real,0,-1,-1,-1,0,1,0,1,0
199,0.0,-16.700000000000003,1,real,-2,0,0,0,1,0,0,0,1
-149,0.0,-19.199999999999996,1,real,-1,-1,0,1,1,0,0,1,0
-70,-2.0,13.100000000000001,1,real,0,1,0,0,-1,0,0,-1,0
-59,0.0,-4.299999999999997,1,real,1,-1,-1,-1,2,0,-1,1,1
40,0.0,28.6,0,real,1,-2,0,0,1,0,0,-2,1
-160,0.0,9.399999999999999,1,real,-1,0,0,0,-1,2,0,0,0
149,0.0,32.7,1,real,0,-2,-1,1,0,2,0,0,0
-70,0.0,26.199999999999996,1,real,0,0,0,-2,0,1,0,-1,0
-40,0.0,35.9,1,real,1,2,-1,1,-2,-1,0,0,0
-199,0.0,-19.4,0,real,0,0,0,0,1,-1,-1,-1,1
-199,-4.0,3.200000000000003,1,real,0,0,0,0,-3,1,1,0,-1
160,0.0,11.699999999999996,1,real,0,0,0,0,-1,1,1,-1,0
160,0.0,-3.0,1,real,0,0,2,-1,0,-1,-1,0,1
-79,0.0,-16.300000000000004,0,real,-1,2,-1,-1,0,1,-1,1,0
-206,0.0,9.200000000000003,1,real,1,1,0,0,2,-2,-1,-1,1
-232,2.0,-20.0,0,real,0,1,1,-1,1,-1,0,0,-1
-164,0.0,-8.299999999999997,1,real,0,0,-1,0,3,-1,0,0,0
-119,0.0,-8.799999999999997,1,real,0,2,-1,0,-1,0,0,0,-1
237,0.0,-21.400000000000006,0,real,0,0,0,1,1,-1,0,0,1
-274,0.0,22.800000000000004,1,real,1,-1,1,0,0,-1,0,0,0
106,2.0,15.699999999999996,1,real,-2,1,-1,1,1,1,0,0,0
-31,0.0,4.299999999999997,1,real,0,-2,1,-1,0,2,1,-1,0
-89,0.0,10.299999999999997,1,real,-1,0,0,0,0,1,0,1,0
-292,0.0,-2.700000000000003,0,real,0,-1,0,-1,2,1,1,1,0
59,0.0,24.199999999999996,1,real,1,0,1,-2,-1,0,0,0,0
156,0.0,29.599999999999994,1,real,1,0,1,-1,1,-1,0,-1,0
332,-2.0,25.900000000000006,1,real,1,-1,0,0,-1,1,0,0,0
86,0.0,15.099999999999994,1,real,0,-1,0,0,1,-1,1,-2,0
-42,4.0,11.100000000000001,1,real,-1,-1,-1,1,-1,2,1,-1,-1
-10,-2.0,16.999999999999993,1,real,-2,0,0,1,0,0,1,0,0
-96,4.0,-3.1999999999999957,0,real,-1,0,-2,1,0,1,-1,0,0
-40,0.0,-23.0,0,real,0,0,1,0,0,0,-1,0,1
246,0.0,-0.9999999999999929,0,real,1,-2,-1,0,1,1,0,-2,0
284,0.0,0.8999999999999986,0,real,0,-1,1,0,1,-1,1,-2,0
46,0.0,-2.500000000000007,1,real,0,1,1,1,-1,-2,0,1,0
-173,-2.0,17.0,0,real,-1,2,0,0,-1,-1,0,1,-1
77,0.0,5.199999999999996,1,real,0,1,1,-2,1,0,0,-1,0
-195,2.0,-16.0,0,real,0,1,0,-1,-2,1,0,0,0
-78,2.0,7.5,1,real,0,-1,-1,0,1,0,2,-2,0
14,2.0,2.700000000000003,1,real,1,0,1,-1,1,-2,0,-1,1
47,-2.0,-0.8999999999999986,0,real,-1,0,1,0,0,2,0,1,0
136,0.0,-2.4000000000000057,0,real,0,-1,0,0,1,2,0,0,0
100,0.0,-9.899999999999999,0,real,-1,1,-1,-1,1,0,-1,0,0
-215,0.0,-4.100000000000001,0,real,0,0,0,0,1,-1,0,0,0
-110,0.0,-4.799999999999997,1,real,-1,2,-1,0,1,-1,0,1,-1
60,0.0,13.0,1,real,0,-1,-1,-1,1,1,1,-1,0
120,0.0,-0.29999999999999716,1,real,0,-2,0,1,0,1,1,-3,0
37,0.0,6.399999999999999,1,real,0,-3,1,-1,0,1,1,-2,0
-118,0.0,-4.400000000000006,1,real,2,-1,-1,0,-1,0,0,0,0
-166,0.0,22.799999999999997,1,real,-1,0,1,-2,0,0,1,0,0
-126,-2.0,14.900000000000006,1,real,1,0,0,-1,2,-2,-1,0,1
196,0.0,-25.699999999999996,1,real,-1,0,-1,1,-2,2,-1,1,0
-159,0.0,15.600000000000001,1,real,1,0,1,0,-1,1,-1,1,0
178,0.0,20.299999999999997,1,real,1,0,0,0,1,-2,-1,1,0
410,0.0,-5.5,1,real,-2,1,1,1,0,1,1,0,0
117,0.0,19.6,0,real,1,1,2,-1,-1,-2,0,0,0
-17,0.0,3.6000000000000014,1,real,-1,1,1,-1,1,1,0,0,0
73,0.0,15.5,0,real,1,1,0,0,0,-3,1,0,0
-110,0.0,0.20000000000000284,1,real,0,0,0,1,0,0,0,0,0
-119,-2.0,5.699999999999996,0,real,0,1,0,1,-1,0,0,2,-1
241,0.0,-0.29999999999999716,0,real,0,0,1,-1,1,-1,0,1,0
