elo_diff,role_diff,counter_score,target,type,diff_marksman,diff_tank,diff_support,diff_fighter,diff_mage,diff_assassin,diff_catcher,diff_vanguard,diff_enchanter
261,-2.0,18.700000000000003,1,real,0,-1,0,0,0,2,0,1,0
279,-2.0,23.199999999999996,1,real,1,0,0,0,1,-1,1,1,0
241,0.0,-4.70000000000001,0,real,0,-2,-1,0,2,1,0,-1,0
279,0.0,24.999999999999993,1,real,1,0,-1,0,1,0,0,1,0
-31,0.0,0.10000000000000142,0,real,-1,-2,1,0,2,1,1,0,0
241,-2.0,18.10000000000001,1,real,1,0,1,-1,1,-1,0,0,0
-261,0.0,-0.10000000000000142,0,real,0,0,0,0,0,-1,0,-1,0
-31,0.0,9.200000000000003,0,real,1,1,1,-1,0,-2,0,0,0
202,2.0,33.8,1,real,-1,0,-1,0,-2,3,0,0,0
11,-2.0,8.099999999999994,1,real,-1,1,1,-1,-1,0,1,1,0
-11,0.0,10.700000000000003,0,real,1,-1,-1,0,1,0,0,-1,0
-311,-2.0,-12.899999999999999,0,real,0,0,1,-1,1,-1,0,0,0
90,2.0,-11.900000000000006,1,real,0,0,-1,1,0,0,-1,-1,0
-90,0.0,3.299999999999997,0,real,1,0,0,1,1,-1,1,0,0
-202,0.0,-13.399999999999999,0,real,-1,0,1,0,0,0,0,0,0
-311,0.0,10.099999999999994,0,real,-1,0,0,0,1,1,0,0,0
90,0.0,-15.600000000000001,0,real,0,-1,0,0,1,1,-1,0,0
199,0.0,-25.000000000000007,1,real,0,0,-2,1,1,1,0,-1,0
-160,0.0,7.400000000000006,1,real,1,0,-1,1,-1,1,0,0,0
199,0.0,-26.200000000000003,1,real,0,0,-1,1,0,0,0,-1,0
-160,0.0,-7.099999999999994,1,real,-1,1,0,0,0,0,0,0,0
122,0.0,-21.5,0,real,-1,0,-1,1,-1,0,0,-1,0
-11,0.0,20.1,1,real,1,0,0,-1,0,1,0,1,0
-401,0.0,-1.6000000000000014,0,real,0,-1,0,0,1,2,0,1,0
-8,0.0,-8.999999999999993,1,real,0,0,-1,1,0,-1,0,0,0
202,0.0,14.200000000000003,1,real,0,-1,0,1,-1,1,0,1,0
0,0.0,8.100000000000001,0,real,0,-1,0,0,1,1,0,-1,0
74,2.0,32.0,1,real,1,3,0,0,-1,-3,1,1,-1
151,0.0,12.600000000000009,1,real,1,-2,0,0,1,1,0,-1,0
-151,0.0,-28.200000000000003,1,real,1,0,0,-1,2,-1,0,-1,1
151,0.0,33.7,1,real,1,-1,0,0,0,1,0,0,-1
-391,0.0,-21.6,0,real,0,-1,-1,1,2,-1,0,0,0
-11,0.0,18.300000000000004,1,real,0,-1,0,0,0,0,0,0,-1
208,0.0,21.700000000000003,1,real,1,1,1,-1,0,-1,0,1,0
401,0.0,18.6,1,real,0,2,1,-1,0,-1,1,1,0
-8,0.0,9.500000000000007,0,real,0,-1,-1,1,0,1,0,0,0
320,0.0,7.600000000000001,0,real,1,-1,0,0,0,0,0,1,-1
320,0.0,-16.199999999999996,0,real,1,0,0,0,0,-1,0,1,-1
202,0.0,-7.700000000000003,1,real,0,1,0,1,0,-1,0,0,1
0,2.0,-14.299999999999997,1,real,-1,-1,1,-1,1,0,0,1,1
0,0.0,4.299999999999997,1,real,2,0,0,-1,1,-2,0,1,0
45,0.0,-17.0,0,real,1,0,1,-1,0,-2,0,1,-1
-214,0.0,-38.2,0,real,-1,1,0,0,1,-1,-1,1,1
214,0.0,28.9,1,real,-1,-1,1,-1,0,1,0,-1,1
-391,2.0,-24.099999999999994,0,real,-1,0,2,1,-1,-1,-1,0,0
-122,0.0,14.800000000000004,1,real,0,2,0,1,-1,0,0,0,0
-11,0.0,-20.10000000000001,0,real,0,1,0,0,0,0,0,0,0
208,0.0,30.0,1,real,-1,2,1,-1,0,0,0,1,0
8,0.0,16.0,1,real,1,-1,-1,0,1,1,0,0,-1
320,0.0,1.2000000000000028,1,real,0,0,0,0,0,0,0,-1,1
202,0.0,-17.799999999999997,0,real,0,0,0,0,0,0,0,1,0
-45,0.0,-12.800000000000004,1,real,-1,-1,-1,0,2,1,0,-1,1
74,0.0,6.400000000000006,1,real,1,2,1,-2,-1,-1,0,1,0
-74,0.0,1.3000000000000043,1,real,-1,1,0,-1,0,2,0,-1,1
18,0.0,-32.5,0,real,1,0,-1,1,-1,0,0,1,0
-18,0.0,-4.100000000000001,1,real,2,0,0,0,0,-2,0,-1,0
-27,0.0,-11.399999999999991,0,real,2,0,-1,-1,0,0,0,0,0
137,0.0,10.800000000000004,1,real,0,-1,0,-1,2,1,0,-2,1
-137,0.0,31.5,1,real,1,0,1,-1,-1,-1,0,1,-1
74,0.0,14.100000000000001,1,real,1,3,1,0,-1,-3,0,2,-1
-321,0.0,-12.399999999999999,1,real,0,0,0,0,1,-1,0,0,0
-62,0.0,4.0,1,real,0,1,0,0,-1,-2,0,1,0
-107,0.0,24.9,1,real,1,1,0,-2,-2,1,0,-1,-1
107,0.0,22.5,1,real,1,-1,0,1,-2,0,1,0,0
-107,0.0,11.100000000000001,0,real,1,-2,0,-1,2,1,0,-2,1
-214,0.0,-15.399999999999999,0,real,1,0,-1,1,0,-1,0,1,1
137,0.0,-15.300000000000004,0,real,1,-1,0,0,2,-1,0,-2,1
-74,0.0,-27.500000000000007,0,real,0,0,-1,0,0,1,0,-1,1
321,0.0,25.9,1,real,1,0,1,0,0,-1,0,2,-1
-321,2.0,-34.5,0,real,1,-1,0,-1,0,2,0,-1,1
62,0.0,-0.8999999999999986,1,real,-1,0,1,-2,0,1,0,-1,0
62,0.0,16.700000000000003,1,real,0,-1,0,1,-1,0,0,1,-1
-62,0.0,5.799999999999997,1,real,1,0,0,-1,0,0,0,0,0
62,0.0,32.1,1,real,1,-1,-1,0,0,1,0,1,-1
-214,4.0,-5.700000000000003,0,real,0,0,1,-2,1,-1,0,0,0
27,0.0,-2.3000000000000043,1,real,-2,2,0,1,0,-1,0,1,0
-27,0.0,20.200000000000003,0,real,0,0,-1,0,1,1,0,0,-1
-27,0.0,-25.300000000000004,0,real,1,2,0,-1,0,-2,-1,1,0
321,2.0,-12.900000000000006,1,real,0,1,2,-1,-1,-1,0,1,1
-107,0.0,-17.699999999999996,0,real,1,1,0,-1,2,-2,0,-2,1
214,0.0,28.300000000000004,1,real,-2,2,1,-1,1,0,0,0,0
26,-2.0,28.89999999999999,1,real,-1,1,-1,1,0,0,0,-2,0
319,0.0,17.599999999999994,1,real,-1,0,0,2,-2,2,1,-1,-1
-21,0.0,-15.800000000000004,1,real,0,2,2,0,-2,-2,0,1,-1
23,0.0,-0.29999999999999716,1,real,-1,-1,0,1,0,2,0,-2,0
456,0.0,-4.699999999999996,1,real,0,-1,0,1,-1,2,0,1,0
-510,-2.0,0.8000000000000043,0,real,1,-2,-1,1,2,0,0,-2,0
-200,0.0,-2.000000000000007,0,real,1,-1,-1,-1,0,0,1,0,-1
160,0.0,-5.899999999999999,0,real,0,-2,-1,0,0,2,1,-1,0
-160,-4.0,23.9,1,real,0,-1,0,1,1,-2,1,0,0
147,0.0,-3.0,1,real,0,-1,-1,1,-1,2,-1,0,0
-147,0.0,-3.6999999999999957,0,real,0,1,0,0,0,0,-1,-1,1
273,-2.0,23.200000000000003,1,real,0,0,1,-1,1,0,0,1,1
-26,0.0,-24.4,0,real,0,0,1,0,0,-2,0,-1,0
319,0.0,9.0,0,real,0,0,0,-1,1,1,-1,-1,1
319,0.0,-16.499999999999993,1,real,0,-1,0,0,-1,0,0,1,0
-3,0.0,-5.500000000000007,0,real,0,-1,0,0,0,-1,1,-1,0
21,0.0,5.900000000000006,0,real,0,-2,-1,1,1,2,-1,1,0
168,2.0,8.300000000000004,1,real,2,1,0,-1,-1,1,0,1,0
-168,0.0,-5.100000000000001,0,real,-1,-1,1,0,1,1,-1,2,0
-456,2.0,-26.0,0,real,0,-1,0,1,1,0,0,-1,0
-456,2.0,9.100000000000001,1,real,1,-2,1,0,0,-1,1,-2,0
-510,2.0,2.3999999999999986,0,real,1,-2,0,0,1,1,1,-1,-1
-510,2.0,-14.199999999999996,0,real,1,-1,-2,0,0,1,0,0,-2
507,2.0,28.6,1,real,1,-1,1,-1,0,0,0,-2,0
160,0.0,-19.199999999999996,0,real,0,-1,-1,0,1,0,-1,0,0
-160,0.0,-16.5,0,real,0,-2,1,-2,1,1,-1,1,1
160,0.0,10.399999999999999,1,real,0,0,0,0,0,-2,1,0,-1
273,-2.0,19.0,1,real,0,0,1,-1,0,0,0,1,0
342,-2.0,-1.6999999999999957,1,real,0,0,1,-1,0,2,-1,0,1
342,0.0,8.100000000000001,1,real,1,0,0,1,0,0,-1,0,1
105,0.0,17.9,1,real,1,-1,-1,0,-1,-1,1,0,-1
-105,0.0,-14.800000000000004,0,real,0,1,0,0,-1,1,0,1,-1
-3,0.0,14.299999999999997,1,real,0,-1,-1,0,0,0,1,-1,0
-3,0.0,-26.9,0,real,1,0,0,-1,-1,0,-1,-1,0
23,-2.0,20.199999999999996,1,real,1,-2,0,0,1,2,-1,-1,0
-134,-2.0,-3.700000000000003,1,real,1,0,-1,1,0,1,0,0,-1
134,2.0,-29.700000000000003,0,real,0,1,1,0,0,0,0,1,1
134,4.0,-35.5,0,real,0,-1,-1,0,0,1,1,-2,0
456,0.0,-13.0,1,real,0,0,0,0,-1,2,0,0,0
-200,0.0,-18.900000000000006,0,real,0,2,0,0,-2,-2,1,1,-1
200,0.0,10.000000000000007,1,real,0,0,0,0,0,0,-1,0,0
-507,0.0,14.300000000000004,0,real,0,0,0,0,-1,1,0,1,-1
-507,2.0,-20.0,0,real,1,1,-1,0,1,0,0,-2,0
-214,0.0,32.1,0,real,1,2,0,1,-1,-2,0,1,0
214,-2.0,23.200000000000003,1,real,0,-1,1,-1,1,-2,0,1,1
214,-4.0,11.100000000000001,1,real,1,-2,1,-2,1,-1,0,1,1
188,0.0,8.399999999999999,1,real,0,1,0,0,-2,1,1,0,-1
-188,-2.0,-26.200000000000003,0,real,0,-3,-1,0,1,3,0,0,0
-188,-2.0,2.1999999999999957,0,real,0,0,1,-1,-1,2,1,0,-1
119,2.0,-37.9,0,real,0,0,-1,1,0,1,0,1,0
576,-2.0,8.900000000000006,1,real,0,1,1,-1,-2,1,1,1,-1
376,0.0,-17.300000000000004,0,real,0,2,1,0,0,-3,0,1,0
376,0.0,-3.6000000000000014,0,real,1,0,1,-1,0,-2,0,0,0
-119,0.0,13.700000000000003,0,real,1,0,1,0,-2,0,0,1,-1
-80,0.0,26.700000000000003,1,real,0,1,1,-1,0,-2,0,0,0
-576,0.0,-12.199999999999996,0,real,0,-1,0,-1,1,3,-1,-1,1
28,0.0,26.300000000000004,1,real,1,0,1,-1,-2,1,1,0,-1
-376,0.0,-16.5,1,real,0,1,2,-1,0,0,-1,0,1
-216,-2.0,7.299999999999997,1,real,0,0,1,-1,0,0,-1,1,1
188,-2.0,28.9,1,real,1,0,0,1,-1,-1,1,1,-1
-188,0.0,38.0,1,real,1,-1,0,0,-2,1,1,0,-1
188,0.0,20.599999999999994,1,real,0,2,-1,3,-3,-2,1,2,-1
-188,0.0,-14.70000000000001,0,real,-1,-2,-1,0,1,2,0,-2,0
119,2.0,36.3,1,real,0,-1,0,-1,0,0,1,0,-1
119,-2.0,21.300000000000004,1,real,1,-1,-1,0,3,0,-1,-1,0
-80,0.0,24.6,0,real,0,0,1,0,-1,0,1,2,-1
-80,0.0,9.600000000000001,0,real,0,0,1,0,0,-1,0,0,0
-80,-2.0,-4.799999999999997,0,real,1,2,0,1,-1,-3,0,1,-1
-576,-2.0,-6.699999999999996,0,real,1,0,0,1,0,0,-1,-1,1
-28,2.0,22.800000000000004,1,real,-1,-1,0,1,2,0,-1,0,0
-28,2.0,-23.800000000000004,0,real,0,0,1,0,2,-2,0,0,1
-28,2.0,29.299999999999997,1,real,-1,-2,0,2,1,0,1,-1,0
28,-2.0,-19.300000000000004,0,real,0,1,2,-1,-1,0,-1,0,1
-216,0.0,-22.0,1,real,0,-1,1,0,0,2,-1,-1,1
216,0.0,1.6000000000000014,0,real,1,1,1,0,-1,-1,0,1,-1
216,-2.0,23.900000000000006,1,real,-1,0,0,1,-2,1,1,0,-1
126,0.0,3.700000000000003,0,real,0,-1,-1,2,1,0,0,0,1
-89,0.0,0.6999999999999957,0,real,0,-1,0,-1,-1,3,0,-1,0
15,0.0,-23.20000000000001,0,real,0,-1,0,1,1,0,1,-1,1
-86,0.0,12.5,0,real,0,0,0,-1,0,1,0,-1,0
-27,0.0,-19.9,1,real,0,1,-2,1,0,1,-1,0,0
-214,0.0,20.199999999999996,1,real,0,1,-1,0,0,-1,-1,0,0
137,0.0,-23.499999999999993,0,real,0,-1,1,-1,2,-1,0,0,1
84,0.0,8.400000000000006,1,real,0,1,0,0,-1,-1,-1,0,0
0,-2.0,-18.6,1,real,1,0,1,-1,1,-2,0,1,1
-42,-4.0,-27.799999999999997,0,real,-1,1,1,-1,0,1,0,-1,0
27,0.0,-22.1,0,real,-1,-2,0,-1,1,1,0,0,0
-62,0.0,5.300000000000004,1,real,0,-1,-1,0,2,1,-1,1,1
151,0.0,23.900000000000006,1,real,1,1,0,1,-1,0,-1,0,1
204,0.0,-3.3999999999999915,1,real,0,0,-1,0,0,2,0,0,0
175,0.0,16.5,1,real,1,-1,1,-1,1,-1,-1,-1,1
170,0.0,-6.299999999999997,1,real,0,-1,0,0,1,0,1,1,0
17,0.0,-19.0,0,real,0,-1,1,0,0,1,0,0,0
107,0.0,24.199999999999996,1,real,0,-1,1,0,1,-2,1,0,0
-303,0.0,11.099999999999994,0,real,-1,-1,1,0,0,0,1,0,-1
288,0.0,23.800000000000004,1,real,1,2,0,-1,0,-1,-1,1,-1
89,0.0,-11.200000000000003,0,real,0,-1,1,0,1,-1,0,1,0
321,0.0,22.299999999999997,1,real,-1,1,1,-1,0,0,1,0,-1
-219,0.0,12.599999999999994,0,real,0,0,0,-1,0,2,1,0,-1
-192,-2.0,39.300000000000004,1,real,1,-1,-1,0,0,1,0,0,0
44,0.0,2.8000000000000043,1,real,1,0,0,-1,0,0,0,0,0
15,0.0,17.300000000000004,1,real,0,-1,-1,1,-1,1,0,1,-1
18,0.0,-2.3000000000000043,0,real,-1,2,1,-1,0,-2,0,1,-1
-130,0.0,-22.39999999999999,0,real,1,-1,-1,1,0,0,1,0,0
45,0.0,-5.700000000000003,0,real,0,-1,0,0,0,0,1,-2,0
-45,0.0,-23.0,0,real,1,0,0,0,1,-1,0,0,0
219,2.0,13.700000000000003,1,real,-1,0,0,0,1,1,-1,0,1
18,0.0,-11.5,0,real,1,0,1,-1,0,-1,0,1,0
-259,0.0,5.999999999999993,0,real,0,-1,1,0,0,0,1,1,0
67,0.0,0.0,1,real,-1,-3,0,0,2,1,-1,1,1
152,0.0,-1.1999999999999957,1,real,0,-1,-1,1,2,-1,1,-1,0
-62,0.0,2.1000000000000014,1,real,-1,-2,0,0,2,1,-1,0,1
-44,2.0,-34.0,0,real,-1,-2,0,0,0,2,0,-1,0
63,0.0,26.1,1,real,0,3,1,-1,-2,-1,-1,0,0
-125,0.0,-7.1000000000000085,0,real,0,1,0,0,-1,1,0,0,-1
-237,0.0,-10.900000000000006,0,real,0,-2,0,0,2,1,-1,1,1
-74,0.0,-16.200000000000003,0,real,0,0,0,-1,0,2,-1,1,0
-108,0.0,5.699999999999996,1,real,1,1,1,-1,-1,0,0,2,-1
276,0.0,21.200000000000003,1,real,-1,2,1,-1,0,-1,0,0,-1
152,0.0,8.100000000000001,0,real,0,1,-1,0,0,-1,-1,1,0
-12,0.0,-9.300000000000004,1,real,1,1,-1,0,-1,1,-2,0,0
29,0.0,29.0,1,real,1,0,0,0,0,-1,-1,1,1
-33,0.0,20.199999999999996,1,real,-1,-1,1,0,1,0,1,-1,1
-303,-2.0,-6.600000000000001,0,real,1,0,1,-1,0,0,0,1,0
89,0.0,-14.600000000000001,0,real,0,-2,0,0,1,1,0,-1,1
-204,0.0,-12.100000000000001,0,real,0,0,1,-1,-2,0,1,0,0
-125,0.0,-32.0,0,real,0,0,0,0,0,1,0,-1,0
321,-2.0,7.799999999999997,0,real,-1,-1,-1,2,2,1,-1,1,0
15,0.0,-18.400000000000006,0,real,0,-1,0,-1,1,2,0,0,1
15,0.0,-22.1,0,real,0,3,-1,0,0,-1,-1,1,0
170,-2.0,-2.8999999999999986,1,real,-1,-1,0,1,1,0,-1,0,1
-130,0.0,8.5,1,real,1,0,0,0,0,-1,-1,1,0
276,0.0,15.5,1,real,1,0,0,-1,1,1,0,0,0
321,0.0,19.6,0,real,0,1,1,-1,-1,2,0,1,0
-321,0.0,-38.199999999999996,0,real,1,-1,-1,0,1,0,-1,-1,1
-152,0.0,16.799999999999997,0,real,1,-2,1,-1,1,1,0,0,0
152,0.0,5.299999999999997,1,real,0,0,2,-1,0,-1,1,0,0
214,-2.0,17.1,1,real,1,-1,1,-1,0,1,0,-1,1
-89,0.0,2.3000000000000043,0,real,-1,1,1,0,-1,0,-1,1,0
63,0.0,-9.399999999999999,0,real,-1,1,0,-1,0,0,0,-2,0
-89,0.0,-2.3000000000000043,1,real,-1,1,1,-1,0,-1,0,2,0
-204,0.0,22.1,1,real,0,0,-1,2,-2,0,0,1,0
321,0.0,-12.599999999999994,1,real,-1,-2,0,1,2,1,0,-1,0
-170,-2.0,-10.599999999999994,0,real,1,-1,1,-1,2,-1,-1,-1,0
-204,0.0,-3.5,1,real,0,0,-2,1,-1,2,0,0,1
125,0.0,28.999999999999993,1,real,0,-1,0,0,0,0,0,-1,1
-321,2.0,11.699999999999996,1,real,1,-2,0,-1,0,0,0,-2,1
130,0.0,24.6,1,real,2,0,1,-1,-1,-1,1,0,-1
-74,-2.0,6.0,0,real,0,2,1,-1,-1,-1,-1,2,0
214,0.0,7.600000000000001,1,real,1,1,0,-1,0,0,0,-1,0
-214,2.0,18.200000000000003,1,real,0,-2,-1,2,1,0,1,0,0
-214,0.0,18.700000000000003,1,real,0,-1,0,0,2,1,1,0,0
89,0.0,-5.200000000000003,1,real,-1,1,0,1,-1,0,0,1,0
-63,0.0,7.599999999999994,1,real,0,0,0,1,-2,2,1,-1,-1
63,2.0,-30.6,0,real,0,3,0,-1,-2,-2,1,-1,0
-130,2.0,18.299999999999997,1,real,1,-1,0,0,0,0,0,2,-1
-276,0.0,-10.0,0,real,1,1,0,-1,0,-1,0,0,0
-74,0.0,-20.200000000000003,0,real,0,1,0,-1,0,-1,0,2,0
321,0.0,33.5,1,real,0,1,0,1,-1,-2,0,1,-1
152,2.0,24.099999999999994,1,real,-1,2,2,0,-1,-2,1,1,-1
214,0.0,3.0,0,real,-1,-1,1,-1,1,0,-1,-2,1
-89,0.0,5.399999999999999,0,real,0,1,1,-1,1,-2,0,0,1
-89,0.0,17.5,1,real,0,1,1,-1,-1,0,0,1,-1
63,0.0,5.599999999999994,1,real,0,-2,0,0,1,0,-1,1,1
-63,-2.0,-14.199999999999996,0,real,1,-2,0,2,0,1,0,-2,-1
45,0.0,-0.6999999999999957,1,real,0,0,1,-1,2,-1,1,0,0
-45,0.0,-20.9,0,real,1,0,0,0,0,-1,0,0,0
-151,0.0,25.200000000000003,1,real,0,0,1,-1,-1,0,1,-1,0
151,-2.0,10.0,1,real,-1,0,1,0,0,0,1,0,0
-125,0.0,-3.299999999999997,0,real,0,-1,0,0,-1,2,0,1,0
-175,0.0,-13.199999999999989,1,real,-1,1,-1,0,-1,1,-1,1,0
-175,0.0,-8.100000000000001,0,real,-1,0,-1,1,0,0,1,-1,0
67,2.0,-1.5,1,real,-1,-1,0,0,0,0,1,0,0
214,-2.0,34.3,1,real,0,1,0,-1,-1,0,-1,0,0
-214,-2.0,-20.200000000000003,0,real,0,0,-1,2,1,-1,0,0,0
-125,0.0,-17.699999999999996,0,real,1,0,-2,1,0,0,-1,0,1
175,0.0,4.600000000000001,0,real,0,0,1,0,0,0,0,1,0
67,0.0,20.6,1,real,1,0,0,-1,0,0,0,1,0
-67,2.0,28.700000000000003,1,real,-1,-1,1,-1,1,1,1,-1,0
214,-4.0,38.6,1,real,0,0,2,-2,0,1,0,0,0
-45,0.0,-36.8,0,real,1,1,-1,1,-1,-1,-1,1,0
151,0.0,34.5,1,real,-1,2,0,0,-1,1,-1,1,-1
-151,0.0,-9.299999999999997,0,real,1,-2,0,-1,-2,2,0,0,0
125,0.0,-2.6999999999999957,1,real,1,0,-1,0,0,0,0,0,0
-175,0.0,-16.300000000000004,0,real,-1,2,0,0,-1,-1,-1,1,0
175,0.0,18.0,1,real,0,0,0,0,-1,1,-1,-1,0
-67,0.0,9.800000000000004,1,real,-1,0,1,-1,1,1,1,-2,0
-67,0.0,21.9,0,real,0,-1,1,-1,-2,1,1,-1,0
-214,0.0,6.0,1,real,0,-1,0,0,2,-1,2,-1,0
-130,-2.0,12.0,0,real,0,1,-1,0,-1,1,0,0,0
-259,-2.0,-6.0,0,real,0,2,-2,1,1,-1,1,0,0
-219,0.0,-22.89999999999999,1,real,0,1,0,1,-1,1,-1,0,0
-125,0.0,0.10000000000000142,0,real,1,-2,0,-1,3,0,-1,-1,1
0,0.0,-4.999999999999993,1,real,1,-1,0,0,0,0,0,0,0
-27,0.0,-18.4,0,real,1,1,1,-1,1,-2,0,0,0
-237,0.0,-39.4,0,real,-2,0,-1,1,1,1,2,-1,0
45,0.0,14.399999999999999,1,real,1,1,1,-1,1,-2,0,1,0
-137,0.0,4.300000000000004,0,real,1,1,0,0,-2,-2,-1,0,0
303,0.0,-31.9,0,real,-1,2,0,1,0,-1,0,0,1
-33,0.0,-5.600000000000001,1,real,0,0,0,-1,1,0,0,-1,0
-214,2.0,21.199999999999996,1,real,-1,2,-2,2,-2,0,0,1,0
-170,0.0,10.899999999999999,1,real,0,1,0,1,-1,-1,-1,1,0
15,0.0,5.700000000000003,0,real,1,-1,0,1,-2,1,0,0,-1
62,0.0,-8.600000000000001,1,real,0,1,0,0,0,-1,0,0,0
288,-2.0,10.100000000000001,1,real,2,-1,1,-1,0,-1,0,0,1
-15,0.0,19.200000000000003,1,real,-1,1,1,-1,0,-1,0,1,-1
67,0.0,-2.0,0,real,2,-1,0,0,-1,1,0,0,0
18,0.0,-6.300000000000004,1,real,2,1,0,0,-1,-1,0,0,0
-27,0.0,-5.100000000000001,0,real,1,1,1,0,-2,0,0,2,0
-107,0.0,-16.299999999999997,0,real,0,1,0,0,0,-1,0,-1,1
63,0.0,20.199999999999996,1,real,1,0,1,-1,1,-1,0,0,0
45,0.0,4.500000000000007,1,real,-1,0,-1,1,-1,1,0,0,0
151,0.0,7.199999999999996,1,real,0,2,1,0,-1,-3,0,1,-1
130,0.0,0.30000000000000426,0,real,0,-2,0,0,1,2,0,0,0
-18,0.0,13.400000000000006,1,real,2,-1,0,0,0,0,0,-1,-1
-17,0.0,19.199999999999996,1,real,0,0,1,-2,0,0,0,1,0
152,0.0,-27.599999999999994,0,real,-2,2,0,0,-1,0,0,0,1
-89,0.0,-10.699999999999996,0,real,1,1,1,0,-1,-2,0,0,-1
-192,0.0,4.100000000000001,1,real,-1,0,1,0,1,-1,0,0,0
-44,0.0,25.999999999999993,1,real,0,-1,1,-1,1,-1,-1,1,1
-74,0.0,10.300000000000004,0,real,0,-1,0,0,2,-1,0,-1,0
62,0.0,-33.8,0,real,0,-1,-1,1,0,2,0,-1,0
-84,0.0,12.799999999999997,0,real,1,1,0,0,2,-3,0,0,1
108,0.0,-44.5,0,real,-1,1,-1,1,-2,0,0,0,-1
89,0.0,-15.099999999999994,0,real,-1,1,0,0,-1,0,0,0,0
-276,0.0,5.599999999999994,1,real,0,0,0,0,1,0,0,1,0
-303,0.0,-20.400000000000006,0,real,-1,0,0,-1,2,1,0,-1,1
-175,0.0,-20.500000000000007,0,real,0,-2,0,0,0,2,0,-1,1
29,0.0,2.20000000000001,0,real,0,1,1,0,-1,-2,0,2,-1
219,0.0,2.700000000000003,0,real,-1,-2,0,1,1,2,0,1,0
-12,0.0,16.099999999999994,1,real,0,1,0,0,1,-3,0,1,0
44,0.0,-23.599999999999994,0,real,1,1,-1,0,1,0,-1,0,0
-204,0.0,-2.3000000000000043,1,real,-1,0,0,1,0,0,0,-1,1
321,0.0,-7.100000000000001,1,real,0,-1,-1,1,0,2,0,-1,0
152,0.0,1.1000000000000014,1,real,2,-1,0,0,-2,0,0,-1,0
-89,2.0,28.200000000000003,1,real,0,-2,0,0,2,-1,-1,1,0
33,0.0,8.0,1,real,0,1,0,-1,0,0,0,0,-1
44,0.0,-14.899999999999999,0,real,-1,1,0,-1,1,0,-1,0,0
12,0.0,41.6,1,real,1,1,1,0,-1,-3,0,1,0
259,0.0,24.4,1,real,0,2,0,0,-1,-2,1,-2,0
219,0.0,4.599999999999994,0,real,0,1,0,0,-1,1,-1,0,0
-321,0.0,15.999999999999993,1,real,1,1,-2,0,0,-1,1,0,0
17,0.0,-1.70000000000001,0,real,0,1,0,0,1,-2,0,0,0
89,0.0,14.800000000000004,0,real,0,1,0,0,0,-3,0,-1,1
-151,0.0,-16.0,0,real,-1,2,0,0,-1,-1,-1,0,1
237,0.0,15.399999999999999,1,real,0,-1,0,0,0,0,0,1,-1
-192,0.0,13.199999999999996,1,real,-1,1,1,0,-1,1,1,-1,0
-152,0.0,-15.499999999999993,0,real,1,1,0,0,1,-1,0,0,0
107,-2.0,11.599999999999994,1,real,-1,0,1,0,0,0,0,-1,-1
-74,0.0,1.1000000000000014,0,real,0,-2,0,-1,0,2,1,-2,0
67,0.0,-7.999999999999993,0,real,0,-2,0,1,1,0,-1,0,0
-27,0.0,30.6,1,real,0,-2,0,0,0,2,0,0,0
137,0.0,-18.699999999999996,1,real,0,1,-1,0,0,-1,0,0,0
-219,0.0,7.299999999999997,0,real,1,1,-1,0,1,-2,0,0,1
77,-2.0,-5.100000000000001,1,real,0,-1,0,1,1,0,-1,2,1
73,0.0,9.100000000000001,1,real,1,-2,0,-1,1,0,1,0,-1
-94,0.0,-7.400000000000006,0,real,0,-3,0,0,1,1,0,0,0
-175,-2.0,-3.1999999999999957,1,real,0,-1,-1,0,1,0,0,0,0
125,-2.0,1.7000000000000028,0,real,0,0,0,1,2,-1,-1,1,0
303,0.0,19.400000000000006,1,real,-1,3,0,0,1,-2,0,2,0
63,0.0,0.6000000000000014,1,real,0,1,0,0,1,-2,-1,1,1
-288,0.0,10.0,1,real,0,0,0,1,-2,1,0,1,0
-18,0.0,31.200000000000003,1,real,1,0,0,-1,1,1,-1,1,1
-44,0.0,-0.30000000000000426,1,real,0,-1,0,-1,1,-1,1,-1,0
-45,0.0,7.899999999999999,1,real,1,2,0,0,-1,-2,0,2,0
45,0.0,-2.299999999999997,0,real,1,2,0,0,-1,-1,0,1,0
303,0.0,13.200000000000003,1,real,0,1,0,0,-1,0,0,-1,0
130,0.0,-2.3999999999999915,1,real,1,1,0,0,-1,-2,0,0,0
29,0.0,-8.799999999999997,0,real,0,2,1,-1,1,-3,1,1,0
-89,0.0,-3.6000000000000014,0,real,-1,1,0,1,0,0,-1,0,0
-15,0.0,0.6000000000000014,0,real,0,-1,-1,1,2,-2,1,-1,0
-62,0.0,24.199999999999996,1,real,1,-1,0,0,-1,0,0,-2,0
-276,0.0,-32.5,0,real,-1,-2,-1,0,1,3,0,-1,1
62,0.0,-4.599999999999994,1,real,1,-1,0,-1,0,0,1,-1,-1
-170,0.0,9.100000000000001,0,real,1,-2,0,1,0,1,0,-3,0
-204,0.0,10.5,1,real,-1,0,1,-1,-1,1,0,0,0
-214,0.0,-23.299999999999997,0,real,0,-1,0,0,2,0,0,0,0
-152,0.0,0.4000000000000057,0,real,-1,0,0,3,-2,1,0,0,0
0,0.0,14.0,1,real,0,0,0,-1,2,-1,0,-1,1
84,0.0,39.9,0,real,-1,0,0,0,1,1,-1,0,1
